,tweet
616,Pop quiz: ‘Pappu’ pass ho gaya? Earthquake aaya?
617,One of those days that makes all the long hours totally worth the effort. Defence Minister @nsitharaman quotes from… https://t.co/UPDJuufgt1
618,The wink after the hug. A debater pleased with his stunt. https://t.co/VZUxrpVf7c
619,Here is the excerpt from @IndiaToday interview with @EmmanuelMacron which is rocking Parliament. Listen yourself to… https://t.co/IPNLhLuFyF
620,Now @nsitharaman refers to @IndiaToday interview with @EmmanuelMacron while replying to @RahulGandhi charges about… https://t.co/chCVrFIuhi
621,The only publicly known comments of @EmmanuelMacron on the Rafale deal seem to be at variance with what… https://t.co/CGRDA5wYU8
622,"@waglenikhil Dude I’m doing my job. If you were slightly less biased, you would too. But that’s probably too much to expect from you."
623,"When @IndiaToday interviewed @EmmanuelMacron we asked him if commercial details about Rafale could be revealed, Mac… https://t.co/gTpRBiYVIp"
624,Amazing use of drone technology. Drone helps find a climber presumed dead on world's 12th largest mountain.… https://t.co/ANK0XHlTNx
625,"Viral Test: Photo of man sowing paddy on road not from Amethi, but Almora https://t.co/Y0Lf84UWle Fact-Check @IndiaToday"
626,Splash in @mail_today this morning. Sister and lawyer of Augusta middleman Christen Michel allege he’s being put un… https://t.co/iFu5YAftNz
627,IAF pilot who died in crash was flying jet that should have been decommissioned https://t.co/xIkrhb2Dms reports @sudhiranjansen @IndiaToday
628,"RT @MunnishPuri: You are one of the most courteous TV Anchors, @rahulkanwal It’s a tremendously powerful trait! ✨ @IndiaToday #GlobalTVAnch…"
629,"RT @IndiaToday: Indian agencies confirm Agusta middleman, Michel in custody in Dubai.
India Today's senior special correspondent @AnkiitKoo…"
630,"RT @IndiaToday: The investigative agencies have not been able to achieve anything, says @ShivAroor on biggest Agusta twist
#NEWSROOM 
Live:…"
631,"RT @IndiaToday: Michel's lawyer's big disclosure: Investigative agencies say, this is to divert the attention.
Listen in to India Today's M…"
632,RT @IndiaToday: Middleman Christian Michel's sister drops 'Sonia bomb' in Agusta scam case. Watch #NEWSROOM debate with @rahulkanwa… https:…
633,"RT @IndiaToday: #Exclusive: Biggest twist in AgustaWestland scam!
Middleman Michel's sister drops a bombshell. Watch this report to know mo…"
634,"In the midst of the doom and gloom in Kashmir, a heartwarming story of a wheelchair bound basketball team. Salute t… https://t.co/a5pRVV1Ev7"
635,"Exclusive: अगस्ता के बिचौलिये की वकील का दावा- सोनिया के खिलाफ गवाही देने का दबाव
https://t.co/4a3nFO2LYW

@AnkiitKoomar @aajtak"
636,Link to the @IndiaToday story on the twist in the Augusta Westland Scam. https://t.co/5NAnAR3umU Christen Michel’s… https://t.co/GEf8XGTZLa
637,Sister and lawyer of Augusta Westland middle man Christen Michel alleges Michel is being pressurised to testify aga… https://t.co/4Xnpe9vOsr
638,वायरल टेस्ट: भगवान जगन्नाथ की रथयात्रा को लेकर गलती पर कांग्रेस की किरकिरी - https://t.co/DsfftEudNp @aajtak
639,"नोएडा और ग्रेटर नोएडा के खेतों में भी बन रहे हैं धड़ल्ले से फ्लैट, और कई शाहबेरी का ख़तरा @aajtak https://t.co/yrWiklIRGX"
640,"In the midst of all the gloom &amp; doom that envelops Kashmir, very glad that @IndiaToday correspondent @ShujaUH keeps… https://t.co/zPXkuObYpr"
641,"हरियाणा के मंत्री रोजाना कार से चलते हैं 700 किलोमीटर, RTI में खुलासा   https://t.co/lYF5Q8hwh7 @aajtak"
642,"वसुंधरा सरकार को आबादी घटने का डर, अब 2 बच्चे नहीं रहे अच्छे   https://t.co/wcxjTUjB0J @aajtak"
643,"Exclusive :  3 साल में राजद्रोह के आरोप में गिरफ्तार हुए 179, दोष साबित हुआ सिर्फ 2 पर

https://t.co/Ein1tSWGwr

@KamaljitSandhu @aajtak"
644,"पश्चिम बंगाल सिंडीकेट राज :  TMC नेताओं ने कैमरे पर कबूला, ‘वसूली के पैसे का 75% पार्टी फंड में जमा कराने का है फर… https://t.co/XSqwzeXyiJ"
645,"RT @IndiaToday: Himani Agrawal, the CEO of the medical college, was caught asking for a huge sum of money for blocking a seat for a student…"
646,"RT @IndiaToday: TMC leaders caught on camera asking for money. Watch this report by @iindrojit 
#NEWSROOM
Watch LIVE at https://t.co/4fqxBV…"
647,"RT @IndiaToday: BJP men booked for attack on Agnivesh. Watch this report! 
#NEWSROOM
Watch LIVE at https://t.co/4fqxBVUizL https://t.co/ifM…"
648,"RT @IndiaToday: US designated terrorist backs Imran Khan's PTI. Watch this report!
#NEWSROOM
Watch LIVE at https://t.co/4fqxBVUizL https://…"
649,"RT @IndiaToday: #IndiaTodayImpact #OperationVitaminC
CEO of MSY Medical College removed after India Today exposes how it was hoodwinking NE…"
650,Coming up at 10:30 pm on @IndiaToday Senior Jharkhand Minister accuses Swami Agnivesh of staging his own thrashing… https://t.co/pUOX86jD5s
651,RT @IndiaToday: Licence to loot in Mamata Banerjee's Bengal? 2 TMC leaders caught on cam demanding 'extortion' money be deposited in party…
652,Getting set for the Newsroom. @indiatoday https://t.co/H7VeQE52nG
653,On Newsroom at 10 pm on @IndiaToday West Bengal’s syndicate raj. Two Trinamool leaders caught on camera telling par… https://t.co/ZfEh3JFciQ
654,#OperationVitaminC impact. CEO of MSY Medical College in UP’s Meerut is fired after being exposed by @IndiaToday SI… https://t.co/CRemLiVBIo
655,Good to see other publications picking up @IndiaToday RTI expose on the delay in establishing an AIIMS in Patna. Th… https://t.co/e1HXK8C0zv
656,"RT @iamrana: Just finished a show on #SaveTheTaj campaign started by @IndiaToday 
Excellent initiative and discussion.
It was live so hopef…"
657,Union Health Ministry reacts strongly to @IndiaToday expose #OperationVitaminC Govt promises stringent action again… https://t.co/fbVXe7hAHA
658,There are things I don’t understand. Healthcare in Bihar is abysmal. If there is a proposal to set up a new AIIMS i… https://t.co/ojaMxipRgK
659,Colleague @ashoupadhyay from the @IndiaToday Research &amp; RTI desk reveals why the proposed AIIMS in Patna is not get… https://t.co/tlk0iNWgsT
660,Activists rue proposed amendments in the RTI Act. @Rahulshrivstv has the details. https://t.co/hSAHmqeKPx @IndiaToday
661,"'डबल इंजन' पावर से पटरी से उतरा बिहार AIIMS, जगह तक नहीं मिली. इंडिया टुडे ने सूचना के अधिकार (RTI) के तहत बिहार… https://t.co/n4wfxXZQnh"
662,Splash in @mail_today this morning. @IndiaToday expose #OperationVitaminC The big medical college admission scam. H… https://t.co/wA3sTQLr9r
663,News shows have to be different from the WWE bouts. I believe anchors should intervene strongly when guests start t… https://t.co/gwWvNkuCGi
664,"RT @IndiaToday: India Today exposes corruption in medical colleges. Watch the  #NEWSROOM with @RahulKanwal.
#OperationVitaminC
Watch the fu…"
665,RT @IndiaToday: India Today's special investigation team visits the administrative department of Lucknow Medical College.  Here is what we…
666,RT @IndiaToday: Will a new law be enough to stop incidents of lynching?  Watch #NEWSROOM with @rahulkanwal  #ITLivestream https://t.co/xtjZ…
667,RT @IndiaToday: @IndiaToday exposes how the country's biggest medical exam is being subverted. Don't have good NEET score? Take 'Vitamin C'…
668,Didn’t get enough marks to qualify through the NEET exam? Pop some Vitamin C say medical colleges. @IndiaToday expo… https://t.co/TtIdzZYI6a
669,"#OperationVitaminC

EXCLUSIVE: NEET को पलीता लगाने वाले शातिर, घूस के बदले सीट बेचने वाले मेडिकल कॉलेज बेनकाब… https://t.co/rqvRS5jOSk"
670,The @IndiaToday SIT is back with a powerful expose on how medical colleges are violating NEET norms by demanding he… https://t.co/6p7ji5aDGG
671,"वायरल टेस्ट: क्या BJP विधायक को भीड़ ने वाकई दौड़ा दौड़ा कर पीटा? जानिए सच

https://t.co/j6QWAKJ2pV… https://t.co/qntb3EW4tu"
672,He crossed the Line of Control to become a terrorist. He’s ended up on Coke Studio. @ashraf_wani reports from the v… https://t.co/o5tq0eUZZ6
673,वायरल टेस्ट - किस तरह से कर्नाटक की एक पुरानी तस्वीर को मिर्ज़ापुर में मोदी की रैली की फोटो बता कर दिखाने कोशिश की… https://t.co/vAEOAdoRXm
674,"नोटबंदी में कर्मचारियों से जमकर कराया था काम, अब SBI वापस मांग रही ओवरटाइम का पैसा

https://t.co/riHBy7Y5iO

@Rahulshrivstv @aajtak"
675,"RT @IndiaToday: Did Rahul Gandhi really say that Congress is the party of Muslims? 
Watch the debate with @rahulkanwal 
#NEWSROOM
Full show…"
676,"RT @IndiaToday: All out war over 'Muslim Dhari' RaGa. But did @RahulGandhi actually say that Congress is a Muslim party? @amitmalviya, @pri…"
677,"फ्रांस को बधाई देने पर ट्रोल हुईं किरण बेदी का पलटवार, कहा- वक्त बर्बाद ना करें
https://t.co/1honewkdVy
@KamaljitSandhu"
678,"BSP का दांव- पार्टी ने लिया 2019 में मायावती को पीएम बनाने का संकल्प
https://t.co/9TxKMzN7yA
@abhishek6164"
679,Link to my @IndiaToday interview with @RehamKhan1 where she talks of wanting to send a signed copy of her autobiogr… https://t.co/F4rqXbhu0j
680,Here’s the link to Sanjay Dutt’s first interview on all the controversies around his biopic Sanju where he hits bac… https://t.co/qnRK8Nub7b
681,@free_thinker @IndiaToday @timesofindia @AltNews @aajtak @scroll_in @thewire_in @TheQuint @newslaundry We did nothi… https://t.co/RYRVXdfbEM
682,वायरल टेस्ट: क्या है किसानों पर फायर करती पुलिस के वीडियो की सच्चाई. https://t.co/jFwBfvHeF3 सोशल मीडिया पर एक वीडि… https://t.co/uYAMkoouRM
683,Little fellow’s first field assignment from the play school. A lesson in multiculturalism. A reflective morning spe… https://t.co/Mr6WRW8gXt
684,So which Indian neta lost how many followers after @Twitter started its big purge. https://t.co/ZHUwUPb6A7 https://t.co/mdKlKL8m4m
685,"RT @IndiaToday: The truth about Imran Khan &amp; his illegitimate children.
Will Reham Khan's bouncers bowl out Imran Khan's political career?…"
686,"RT @IndiaToday: .@RehamKhan1: Imran had an affair with a 70s Bollywood superstar
#NEWSROOM 
Live: https://t.co/4fqxBVUizL https://t.co/GZt1…"
687,"RT @IndiaToday: .@RehamKhan1 reveals Imran Khan's secrets. 
Here's what she said about the cricket star. Listen in.
#NEWSROOM 
Live: https:…"
688,"RT @IndiaToday: Imran had sexual relations with other men, says @RehamKhan1 
#NEWSROOM 
Live: https://t.co/4fqxBVUizL https://t.co/ypbdXAf6…"
689,मुन्ना बजरंगी की हत्या के बाद से दहशत में जेल में बंद 'बड़े डॉन' https://t.co/ZPmfF6Mqx0 @abhishek6164 @aajtak
690,Is poll strategist Prashant Kishore back with the BJP? Here @meetujain has pulled out details of how he’s been meet… https://t.co/IGl3Y5EBNz
691,Here @IndiaToday Fact-Check desk tries to debunk a lot of the paranoia that’s being whipped up around Sharia Courts… https://t.co/ybgslkWdtH
